Dates,WL
1/17/1953,74.904
1/18/1953,74.941
1/19/1953,74.947
1/20/1953,74.938
1/21/1953,74.928
1/22/1953,74.941
1/23/1953,74.913
1/24/1953,74.95
1/25/1953,75.02
1/26/1953,74.956
1/27/1953,74.913
1/28/1953,74.986
1/29/1953,74.992
1/30/1953,74.944
1/31/1953,74.944
2/1/1953,75.023
2/2/1953,74.938
2/3/1953,74.956
2/4/1953,74.95
2/5/1953,74.935
2/6/1953,74.91
2/7/1953,74.953
2/8/1953,74.965
2/9/1953,75.017
2/10/1953,74.977
2/11/1953,74.916
2/12/1953,74.962
2/13/1953,74.974
2/14/1953,74.953
2/15/1953,74.974
2/16/1953,75.023
2/17/1953,74.999
2/18/1953,74.953
2/19/1953,74.944
2/20/1953,74.919
2/21/1953,75.002
2/22/1953,75.005
2/23/1953,74.947
2/24/1953,74.953
2/25/1953,74.959
2/26/1953,74.956
2/27/1953,74.974
2/28/1953,74.992
3/1/1953,74.971
3/2/1953,74.935
3/3/1953,74.889
3/4/1953,74.986
3/5/1953,75.038
3/6/1953,75.017
3/7/1953,74.992
3/8/1953,74.98
3/9/1953,75.002
3/10/1953,74.965
3/11/1953,74.944
3/12/1953,74.95
3/13/1953,74.974
3/14/1953,74.974
3/15/1953,74.959
3/16/1953,74.989
3/17/1953,74.989
3/18/1953,74.971
3/19/1953,74.983
3/20/1953,74.999
3/21/1953,74.98
3/22/1953,74.971
3/23/1953,74.98
3/24/1953,75.023
3/25/1953,75.053
3/26/1953,75.072
3/27/1953,75.09
3/28/1953,75.096
3/29/1953,75.114
3/30/1953,75.16
3/31/1953,75.148
4/1/1953,75.142
4/2/1953,75.154
4/3/1953,75.148
4/4/1953,75.142
4/5/1953,75.148
4/6/1953,75.151
4/7/1953,75.166
4/8/1953,75.166
4/9/1953,75.142
4/10/1953,75.16
4/11/1953,75.185
4/12/1953,75.175
4/13/1953,75.197
4/14/1953,75.215
4/15/1953,75.172
4/16/1953,75.166
4/17/1953,75.2
4/18/1953,75.185
4/19/1953,75.185
4/20/1953,75.215
4/21/1953,75.206
4/22/1953,75.166
4/23/1953,75.2
4/24/1953,75.178
4/25/1953,75.166
4/26/1953,75.185
4/27/1953,75.2
4/28/1953,75.212
4/29/1953,75.197
4/30/1953,75.175
5/1/1953,75.212
5/2/1953,75.227
5/3/1953,75.239
5/4/1953,75.236
5/5/1953,75.252
5/6/1953,75.252
5/7/1953,75.258
5/8/1953,75.258
5/9/1953,75.261
5/10/1953,75.267
5/11/1953,75.267
5/12/1953,75.276
5/13/1953,75.282
5/14/1953,75.288
5/15/1953,75.297
5/16/1953,75.294
5/17/1953,75.294
5/18/1953,75.319
5/19/1953,75.319
5/20/1953,75.319
5/21/1953,75.309
5/22/1953,75.346
5/23/1953,75.352
5/24/1953,75.343
5/25/1953,75.343
5/26/1953,75.392
5/27/1953,75.38
5/28/1953,75.38
5/29/1953,75.367
5/30/1953,75.355
5/31/1953,75.358
6/1/1953,75.37
6/2/1953,75.38
6/3/1953,75.367
6/4/1953,75.364
6/5/1953,75.367
6/6/1953,75.37
6/7/1953,75.383
6/8/1953,75.367
6/9/1953,75.398
6/10/1953,75.386
6/11/1953,75.383
6/12/1953,75.361
6/13/1953,75.346
6/14/1953,75.349
6/15/1953,75.349
6/16/1953,75.337
6/17/1953,75.331
6/18/1953,75.34
6/19/1953,75.331
6/20/1953,75.331
6/21/1953,75.334
6/22/1953,75.334
6/23/1953,75.361
6/24/1953,75.337
6/25/1953,75.313
6/26/1953,75.319
6/27/1953,75.306
6/28/1953,75.282
6/29/1953,75.313
6/30/1953,75.297
7/1/1953,75.279
7/2/1953,75.288
7/3/1953,75.337
7/4/1953,75.309
7/5/1953,75.291
7/6/1953,75.288
7/7/1953,75.288
7/8/1953,75.288
7/9/1953,75.297
7/10/1953,75.282
7/11/1953,75.267
7/12/1953,75.255
7/13/1953,75.249
7/14/1953,75.242
7/15/1953,75.236
7/16/1953,75.233
7/17/1953,75.227
7/18/1953,75.218
7/19/1953,75.218
7/20/1953,75.215
7/21/1953,75.212
7/22/1953,75.2
7/23/1953,75.2
7/24/1953,75.2
7/25/1953,75.212
7/26/1953,75.203
7/27/1953,75.227
7/28/1953,75.218
7/29/1953,75.203
7/30/1953,75.209
7/31/1953,75.227
8/1/1953,75.188
8/2/1953,75.169
8/3/1953,75.133
8/4/1953,75.111
8/5/1953,75.178
8/6/1953,75.148
8/7/1953,75.121
8/8/1953,75.121
8/9/1953,75.13
8/10/1953,75.145
8/11/1953,75.148
8/12/1953,75.145
8/13/1953,75.154
8/14/1953,75.16
8/15/1953,75.178
8/16/1953,75.163
8/17/1953,75.166
8/18/1953,75.16
8/19/1953,75.154
8/20/1953,75.124
8/21/1953,75.108
8/22/1953,75.093
8/23/1953,75.084
8/24/1953,75.093
8/25/1953,75.087
8/26/1953,75.093
8/27/1953,75.09
8/28/1953,75.093
8/29/1953,75.084
8/30/1953,75.081
8/31/1953,75.078
9/1/1953,75.06
9/2/1953,75.06
9/3/1953,75.05
9/4/1953,75.032
9/5/1953,75.069
9/6/1953,75.06
9/7/1953,75.066
9/8/1953,75.069
9/9/1953,75.044
9/10/1953,75.029
9/11/1953,75.011
9/12/1953,74.996
9/13/1953,75.093
9/14/1953,75.066
9/15/1953,75.02
9/16/1953,75.029
9/17/1953,75.014
9/18/1953,74.965
9/19/1953,74.932
9/20/1953,74.965
9/21/1953,74.992
9/22/1953,75.002
9/23/1953,74.98
9/24/1953,74.947
9/25/1953,74.925
9/26/1953,74.947
9/27/1953,74.947
9/28/1953,74.953
9/29/1953,74.928
9/30/1953,74.922
10/1/1953,74.932
10/2/1953,74.91
10/3/1953,74.889
10/4/1953,74.904
10/5/1953,74.886
10/6/1953,74.907
10/7/1953,74.895
10/8/1953,74.868
10/9/1953,74.852
10/10/1953,74.846
10/11/1953,74.846
10/12/1953,74.868
10/13/1953,74.837
10/14/1953,74.822
10/15/1953,74.825
10/16/1953,74.825
10/17/1953,74.816
10/18/1953,74.81
10/19/1953,74.816
10/20/1953,74.816
10/21/1953,74.807
10/22/1953,74.8
10/23/1953,74.794
10/24/1953,74.8
10/25/1953,74.782
10/26/1953,74.764
10/27/1953,74.764
10/28/1953,74.761
10/29/1953,74.776
10/30/1953,74.758
10/31/1953,74.749
11/1/1953,74.758
11/2/1953,74.752
11/3/1953,74.776
11/4/1953,74.794
11/5/1953,74.743
11/6/1953,74.715
11/7/1953,74.703
11/8/1953,74.682
11/9/1953,74.721
11/10/1953,74.706
11/11/1953,74.685
11/12/1953,74.7
11/13/1953,74.685
11/14/1953,74.676
11/15/1953,74.691
11/16/1953,74.679
11/17/1953,74.679
11/18/1953,74.676
11/19/1953,74.676
11/20/1953,74.663
11/21/1953,74.66
11/22/1953,74.648
11/23/1953,74.694
11/24/1953,74.657
11/25/1953,74.685
11/26/1953,74.679
11/27/1953,74.676
11/28/1953,74.691
11/29/1953,74.672
11/30/1953,74.651
12/1/1953,74.679
12/2/1953,74.657
12/3/1953,74.642
12/4/1953,74.627
12/5/1953,74.685
12/6/1953,74.636
12/7/1953,74.703
12/8/1953,74.651
12/9/1953,74.645
12/10/1953,74.733
12/11/1953,74.676
12/12/1953,74.691
12/13/1953,74.676
12/14/1953,74.66
12/15/1953,74.758
12/16/1953,74.709
12/17/1953,74.709
12/18/1953,74.727
12/19/1953,74.688
12/20/1953,74.669
12/21/1953,74.657
12/22/1953,74.691
12/23/1953,74.709
12/24/1953,74.715
12/25/1953,74.682
12/26/1953,74.685
12/27/1953,74.672
12/28/1953,74.672
12/29/1953,74.66
12/30/1953,74.676
12/31/1953,74.703
1/1/1954,74.712
1/2/1954,74.63
1/3/1954,74.669
1/4/1954,74.657
1/5/1954,74.639
1/6/1954,74.676
1/7/1954,74.697
1/8/1954,74.633
1/9/1954,74.578
1/10/1954,74.627
1/11/1954,74.615
1/12/1954,74.654
1/13/1954,74.627
1/14/1954,74.584
1/15/1954,74.618
1/16/1954,74.636
1/17/1954,74.639
1/18/1954,74.605
1/19/1954,74.596
1/20/1954,74.596
1/21/1954,74.63
1/22/1954,74.615
1/23/1954,74.581
1/24/1954,74.572
1/25/1954,74.599
1/26/1954,74.599
1/27/1954,74.636
1/28/1954,74.654
1/29/1954,74.611
1/30/1954,74.694
1/31/1954,74.676
2/1/1954,74.615
2/2/1954,74.633
2/3/1954,74.648
2/4/1954,74.654
2/5/1954,74.679
2/6/1954,74.666
2/7/1954,74.654
2/8/1954,74.636
2/9/1954,74.642
2/10/1954,74.636
2/11/1954,74.666
2/12/1954,74.654
2/13/1954,74.59
2/14/1954,74.572
2/15/1954,74.602
2/16/1954,74.627
2/17/1954,74.715
2/18/1954,74.715
2/19/1954,74.712
2/20/1954,74.694
2/21/1954,74.721
2/22/1954,74.779
2/23/1954,74.758
2/24/1954,74.767
2/25/1954,74.785
2/26/1954,74.813
2/27/1954,74.791
2/28/1954,74.773
3/1/1954,74.816
3/2/1954,74.849
3/3/1954,74.871
3/4/1954,74.965
3/5/1954,74.947
3/6/1954,74.932
3/7/1954,74.907
3/8/1954,74.907
3/9/1954,74.886
3/10/1954,74.904
3/11/1954,74.904
3/12/1954,74.895
3/13/1954,74.849
3/14/1954,74.916
3/15/1954,74.941
3/16/1954,74.928
3/17/1954,74.922
3/18/1954,74.886
3/19/1954,74.864
3/20/1954,74.935
3/21/1954,74.965
3/22/1954,74.925
3/23/1954,74.91
3/24/1954,74.91
3/25/1954,74.883
3/26/1954,74.98
3/27/1954,74.953
3/28/1954,74.935
3/29/1954,74.974
3/30/1954,74.989
3/31/1954,74.977
4/1/1954,74.989
4/2/1954,74.996
4/3/1954,75.029
4/4/1954,74.989
4/5/1954,74.965
4/6/1954,74.983
4/7/1954,74.992
4/8/1954,75.081
4/9/1954,75.029
4/10/1954,75.017
4/11/1954,75.05
4/12/1954,75.078
4/13/1954,75.063
4/14/1954,75.075
4/15/1954,75.047
4/16/1954,75.063
4/17/1954,75.145
4/18/1954,75.139
4/19/1954,75.142
4/20/1954,75.185
4/21/1954,75.175
4/22/1954,75.181
4/23/1954,75.206
4/24/1954,75.2
4/25/1954,75.209
4/26/1954,75.203
4/27/1954,75.209
4/28/1954,75.258
4/29/1954,75.245
4/30/1954,75.255
5/1/1954,75.258
5/2/1954,75.264
5/3/1954,75.282
5/4/1954,75.3
5/5/1954,75.3
5/6/1954,75.306
5/7/1954,75.297
5/8/1954,75.325
5/9/1954,75.334
5/10/1954,75.349
5/11/1954,75.349
5/12/1954,75.358
5/13/1954,75.349
5/14/1954,75.349
5/15/1954,75.346
5/16/1954,75.346
5/17/1954,75.358
5/18/1954,75.349
5/19/1954,75.352
5/20/1954,75.349
5/21/1954,75.352
5/22/1954,75.349
5/23/1954,75.34
5/24/1954,75.331
5/25/1954,75.34
5/26/1954,75.334
5/27/1954,75.319
5/28/1954,75.297
5/29/1954,75.309
5/30/1954,75.325
5/31/1954,75.316
6/1/1954,75.285
6/2/1954,75.331
6/3/1954,75.316
6/4/1954,75.322
6/5/1954,75.322
6/6/1954,75.337
6/7/1954,75.328
6/8/1954,75.319
6/9/1954,75.313
6/10/1954,75.3
6/11/1954,75.313
6/12/1954,75.291
6/13/1954,75.303
6/14/1954,75.297
6/15/1954,75.294
6/16/1954,75.27
6/17/1954,75.273
6/18/1954,75.276
6/19/1954,75.273
6/20/1954,75.27
6/21/1954,75.279
6/22/1954,75.294
6/23/1954,75.303
6/24/1954,75.306
6/25/1954,75.294
6/26/1954,75.313
6/27/1954,75.367
6/28/1954,75.337
6/29/1954,75.303
6/30/1954,75.288
7/1/1954,75.282
7/2/1954,75.309
7/3/1954,75.288
7/4/1954,75.273
7/5/1954,75.273
7/6/1954,75.261
7/7/1954,75.267
7/8/1954,75.255
7/9/1954,75.252
7/10/1954,75.227
7/11/1954,75.218
7/12/1954,75.191
7/13/1954,75.212
7/14/1954,75.209
7/15/1954,75.215
7/16/1954,75.203
7/17/1954,75.178
7/18/1954,75.169
7/19/1954,75.181
7/20/1954,75.163
7/21/1954,75.169
7/22/1954,75.169
7/23/1954,75.172
7/24/1954,75.163
7/25/1954,75.148
7/26/1954,75.133
7/27/1954,75.13
7/28/1954,75.127
7/29/1954,75.114
7/30/1954,75.124
7/31/1954,75.108
8/1/1954,75.136
8/2/1954,75.111
8/3/1954,75.099
8/4/1954,75.114
8/5/1954,75.114
8/6/1954,75.108
8/7/1954,75.102
8/8/1954,75.09
8/9/1954,75.075
8/10/1954,75.069
8/11/1954,75.142
8/12/1954,75.127
8/13/1954,75.087
8/14/1954,75.053
8/15/1954,75.044
8/16/1954,75.047
8/17/1954,75.05
8/18/1954,75.029
8/19/1954,75.011
8/20/1954,75.011
8/21/1954,74.996
8/22/1954,74.977
8/23/1954,74.956
8/24/1954,74.992
8/25/1954,74.996
8/26/1954,74.983
8/27/1954,74.953
8/28/1954,74.965
8/29/1954,74.95
8/30/1954,74.947
8/31/1954,74.971
9/1/1954,74.98
9/2/1954,74.965
9/3/1954,74.999
9/4/1954,74.989
9/5/1954,74.977
9/6/1954,74.968
9/7/1954,74.959
9/8/1954,74.962
9/9/1954,74.941
9/10/1954,74.904
9/11/1954,74.956
9/12/1954,74.91
9/13/1954,74.907
9/14/1954,74.922
9/15/1954,74.88
9/16/1954,74.898
9/17/1954,74.907
9/18/1954,74.88
9/19/1954,74.886
9/20/1954,74.919
9/21/1954,74.892
9/22/1954,75.005
9/23/1954,74.962
9/24/1954,74.916
9/25/1954,74.904
9/26/1954,74.904
9/27/1954,74.895
9/28/1954,74.892
9/29/1954,74.874
9/30/1954,74.877
10/1/1954,74.877
10/2/1954,74.892
10/3/1954,74.901
10/4/1954,74.922
10/5/1954,74.91
10/6/1954,74.947
10/7/1954,74.898
10/8/1954,74.868
10/9/1954,74.864
10/10/1954,74.864
10/11/1954,74.868
10/12/1954,74.886
10/13/1954,74.898
10/14/1954,74.88
10/15/1954,74.855
10/16/1954,74.925
10/17/1954,74.925
10/18/1954,74.941
10/19/1954,74.928
10/20/1954,74.928
10/21/1954,74.938
10/22/1954,74.928
10/23/1954,74.935
10/24/1954,74.928
10/25/1954,74.913
10/26/1954,74.913
10/27/1954,74.953
10/28/1954,74.922
10/29/1954,74.904
10/30/1954,74.928
10/31/1954,74.922
11/1/1954,74.916
11/2/1954,74.898
11/3/1954,74.983
11/4/1954,74.965
11/5/1954,74.965
11/6/1954,74.938
11/7/1954,74.932
11/8/1954,74.959
11/9/1954,74.95
11/10/1954,74.932
11/11/1954,74.928
11/12/1954,74.944
11/13/1954,74.907
11/14/1954,74.95
11/15/1954,74.913
11/16/1954,74.901
11/17/1954,74.901
11/18/1954,74.892
11/19/1954,74.898
11/20/1954,74.928
11/21/1954,74.953
11/22/1954,74.922
11/23/1954,74.922
11/24/1954,74.892
11/25/1954,74.916
11/26/1954,74.932
11/27/1954,74.91
11/28/1954,74.922
11/29/1954,74.98
11/30/1954,75.029
12/1/1954,74.959
12/2/1954,74.956
12/3/1954,74.947
12/4/1954,74.95
12/5/1954,74.965
12/6/1954,74.962
12/7/1954,74.98
12/8/1954,74.968
12/9/1954,74.916
12/10/1954,74.956
12/11/1954,74.956
12/12/1954,74.941
12/13/1954,74.913
12/14/1954,74.922
12/15/1954,74.971
12/16/1954,74.971
12/17/1954,74.916
12/18/1954,74.95
12/19/1954,74.989
12/20/1954,74.98
12/21/1954,74.992
12/22/1954,74.986
12/23/1954,74.962
12/24/1954,74.996
12/25/1954,74.956
12/26/1954,74.941
12/27/1954,74.956
12/28/1954,74.965
12/29/1954,74.971
12/30/1954,75.017
12/31/1954,75.011
1/1/1955,74.98
1/2/1955,75.05
1/3/1955,75.035
1/4/1955,75.044
1/5/1955,75.008
1/6/1955,75.075
1/7/1955,75.093
1/8/1955,75.038
1/9/1955,75.023
1/10/1955,75.053
1/11/1955,75.041
1/12/1955,75.032
1/13/1955,75.069
1/14/1955,75.057
1/15/1955,75.072
1/16/1955,75.087
1/17/1955,75.087
1/18/1955,75.053
1/19/1955,75.053
1/20/1955,75.047
1/21/1955,74.989
1/22/1955,75.02
1/23/1955,75.026
1/24/1955,75.017
1/25/1955,75.008
1/26/1955,75.038
1/27/1955,75.099
1/28/1955,75.008
1/29/1955,75.029
1/30/1955,75.014
1/31/1955,74.999
2/1/1955,75.005
2/2/1955,74.999
2/3/1955,75.005
2/4/1955,74.989
2/5/1955,74.956
2/6/1955,74.977
2/7/1955,74.996
2/8/1955,74.968
2/9/1955,74.959
2/10/1955,74.965
2/11/1955,75.02
2/12/1955,75.066
2/13/1955,75.002
2/14/1955,74.953
2/15/1955,74.989
2/16/1955,74.95
2/17/1955,74.989
2/18/1955,74.986
2/19/1955,74.971
2/20/1955,74.962
2/21/1955,74.968
2/22/1955,74.992
2/23/1955,75.017
2/24/1955,74.996
2/25/1955,74.999
2/26/1955,74.977
2/27/1955,74.999
2/28/1955,75.008
3/1/1955,75.05
3/2/1955,75.102
3/3/1955,75.035
3/4/1955,75.063
3/5/1955,75.075
3/6/1955,75.13
3/7/1955,75.163
3/8/1955,75.099
3/9/1955,75.084
3/10/1955,75.084
3/11/1955,75.13
3/12/1955,75.127
3/13/1955,75.188
3/14/1955,75.148
3/15/1955,75.151
3/16/1955,75.218
3/17/1955,75.258
3/18/1955,75.23
3/19/1955,75.212
3/20/1955,75.197
3/21/1955,75.175
3/22/1955,75.215
3/23/1955,75.355
3/24/1955,75.306
3/25/1955,75.294
3/26/1955,75.309
3/27/1955,75.471
3/28/1955,75.41
3/29/1955,75.325
3/30/1955,75.328
3/31/1955,75.322
4/1/1955,75.322
4/2/1955,75.325
4/3/1955,75.367
4/4/1955,75.367
4/5/1955,75.364
4/6/1955,75.386
4/7/1955,75.438
4/8/1955,75.41
4/9/1955,75.404
4/10/1955,75.407
4/11/1955,75.401
4/12/1955,75.392
4/13/1955,75.392
4/14/1955,75.41
4/15/1955,75.45
4/16/1955,75.453
4/17/1955,75.459
4/18/1955,75.465
4/19/1955,75.459
4/20/1955,75.471
4/21/1955,75.486
4/22/1955,75.498
4/23/1955,75.498
4/24/1955,75.486
4/25/1955,75.492
4/26/1955,75.526
4/27/1955,75.526
4/28/1955,75.526
4/29/1955,75.547
4/30/1955,75.547
5/1/1955,75.529
5/2/1955,75.523
5/3/1955,75.514
5/4/1955,75.523
5/5/1955,75.526
5/6/1955,75.532
5/7/1955,75.517
5/8/1955,75.544
5/9/1955,75.541
5/10/1955,75.523
5/11/1955,75.523
5/12/1955,75.511
5/13/1955,75.511
5/14/1955,75.514
5/15/1955,75.502
5/16/1955,75.502
5/17/1955,75.502
5/18/1955,75.502
5/19/1955,75.489
5/20/1955,75.477
5/21/1955,75.474
5/22/1955,75.462
5/23/1955,75.465
5/24/1955,75.462
5/25/1955,75.471
5/26/1955,75.471
5/27/1955,75.462
5/28/1955,75.468
5/29/1955,75.486
5/30/1955,75.489
5/31/1955,75.492
6/1/1955,75.514
6/2/1955,75.505
6/3/1955,75.492
6/4/1955,75.495
6/5/1955,75.483
6/6/1955,75.465
6/7/1955,75.459
6/8/1955,75.441
6/9/1955,75.441
6/10/1955,75.441
6/11/1955,75.419
6/12/1955,75.441
6/13/1955,75.465
6/14/1955,75.462
6/15/1955,75.45
6/16/1955,75.438
6/17/1955,75.422
6/18/1955,75.416
6/19/1955,75.407
6/20/1955,75.407
6/21/1955,75.401
6/22/1955,75.398
6/23/1955,75.404
6/24/1955,75.41
6/25/1955,75.404
6/26/1955,75.398
6/27/1955,75.392
6/28/1955,75.389
6/29/1955,75.367
6/30/1955,75.358
7/1/1955,75.355
7/2/1955,75.367
7/3/1955,75.364
7/4/1955,75.349
7/5/1955,75.364
7/6/1955,75.349
7/7/1955,75.343
7/8/1955,75.328
7/9/1955,75.322
7/10/1955,75.334
7/11/1955,75.313
7/12/1955,75.276
7/13/1955,75.258
7/14/1955,75.252
7/15/1955,75.258
7/16/1955,75.27
7/17/1955,75.267
7/18/1955,75.273
7/19/1955,75.267
7/20/1955,75.261
7/21/1955,75.264
7/22/1955,75.255
7/23/1955,75.258
7/24/1955,75.258
7/25/1955,75.236
7/26/1955,75.215
7/27/1955,75.215
7/28/1955,75.191
7/29/1955,75.163
7/30/1955,75.145
7/31/1955,75.145
8/1/1955,75.145
8/2/1955,75.145
8/3/1955,75.136
8/4/1955,75.136
8/5/1955,75.157
8/6/1955,75.145
8/7/1955,75.175
8/8/1955,75.133
8/9/1955,75.081
8/10/1955,75.09
8/11/1955,75.133
8/12/1955,75.117
8/13/1955,75.087
8/14/1955,75.13
8/15/1955,75.13
8/16/1955,75.13
8/17/1955,75.136
8/18/1955,75.16
8/19/1955,75.166
8/20/1955,75.157
8/21/1955,75.151
8/22/1955,75.163
8/23/1955,75.169
8/24/1955,75.148
8/25/1955,75.117
8/26/1955,75.124
8/27/1955,75.127
8/28/1955,75.102
8/29/1955,75.09
8/30/1955,75.069
8/31/1955,75.105
9/1/1955,75.093
9/2/1955,75.099
9/3/1955,75.087
9/4/1955,75.069
9/5/1955,75.069
9/6/1955,75.06
9/7/1955,75.075
9/8/1955,75.038
9/9/1955,75.002
9/10/1955,74.983
9/11/1955,75.02
9/12/1955,75.029
9/13/1955,74.999
9/14/1955,74.959
9/15/1955,74.989
9/16/1955,74.977
9/17/1955,74.971
9/18/1955,74.959
9/19/1955,74.956
9/20/1955,74.983
9/21/1955,74.974
9/22/1955,74.944
9/23/1955,74.895
9/24/1955,74.919
9/25/1955,74.932
9/26/1955,74.904
9/27/1955,74.871
9/28/1955,74.922
9/29/1955,74.901
9/30/1955,74.892
10/1/1955,74.907
10/2/1955,74.889
10/3/1955,74.883
10/4/1955,74.868
10/5/1955,74.849
10/6/1955,74.84
10/7/1955,74.874
10/8/1955,74.938
10/9/1955,74.916
10/10/1955,74.922
10/11/1955,74.913
10/12/1955,74.904
10/13/1955,74.889
10/14/1955,74.886
10/15/1955,74.904
10/16/1955,74.919
10/17/1955,74.959
10/18/1955,74.986
10/19/1955,75.005
10/20/1955,74.992
10/21/1955,75.017
10/22/1955,75.005
10/23/1955,74.971
10/24/1955,75.044
10/25/1955,75.047
10/26/1955,75.023
10/27/1955,75.005
10/28/1955,74.989
10/29/1955,74.971
10/30/1955,75.02
10/31/1955,75.023
11/1/1955,75.014
11/2/1955,75.005
11/3/1955,75.029
11/4/1955,75.041
11/5/1955,75.032
11/6/1955,75.017
11/7/1955,75.023
11/8/1955,75.023
11/9/1955,75.032
11/10/1955,74.992
11/11/1955,74.996
11/12/1955,75.011
11/13/1955,74.989
11/14/1955,75.029
11/15/1955,74.971
11/16/1955,74.999
11/17/1955,75.172
11/18/1955,75.044
11/19/1955,75.005
11/20/1955,75.005
11/21/1955,75.066
11/22/1955,74.974
11/23/1955,74.953
11/24/1955,75.035
11/25/1955,74.989
11/26/1955,74.977
11/27/1955,74.95
11/28/1955,74.996
11/29/1955,75.002
11/30/1955,75.014
12/1/1955,74.944
12/2/1955,74.916
12/3/1955,74.928
12/4/1955,74.938
12/5/1955,75.002
12/6/1955,74.962
12/7/1955,74.919
12/8/1955,74.925
12/9/1955,74.971
12/10/1955,74.947
12/11/1955,74.95
12/12/1955,74.944
12/13/1955,74.925
12/14/1955,74.901
12/15/1955,74.965
12/16/1955,74.959
12/17/1955,74.916
12/18/1955,74.913
12/19/1955,74.925
12/20/1955,74.919
12/21/1955,74.889
12/22/1955,74.868
12/23/1955,74.855
12/24/1955,74.855
12/25/1955,74.959
12/26/1955,74.907
12/27/1955,74.871
12/28/1955,74.828
12/29/1955,74.837
12/30/1955,74.904
12/31/1955,74.864
1/1/1956,74.831
1/2/1956,74.779
1/3/1956,74.807
1/4/1956,74.831
1/5/1956,74.831
1/6/1956,74.8
1/7/1956,74.825
1/8/1956,74.816
1/9/1956,74.804
1/10/1956,74.797
1/11/1956,74.804
1/12/1956,74.822
1/13/1956,74.828
1/14/1956,74.825
1/15/1956,74.825
1/16/1956,74.794
1/17/1956,74.807
1/18/1956,74.791
1/19/1956,74.764
1/20/1956,74.767
1/21/1956,74.755
1/22/1956,74.77
1/23/1956,74.794
1/24/1956,74.773
1/25/1956,74.752
1/26/1956,74.746
1/27/1956,74.74
1/28/1956,74.7
1/29/1956,74.712
1/30/1956,74.746
1/31/1956,74.733
2/1/1956,74.715
2/2/1956,74.712
2/3/1956,74.709
2/4/1956,74.679
2/5/1956,74.709
2/6/1956,74.666
2/7/1956,74.727
2/8/1956,74.703
2/9/1956,74.685
2/10/1956,74.688
2/11/1956,74.669
2/12/1956,74.694
2/13/1956,74.709
2/14/1956,74.679
2/15/1956,74.715
2/16/1956,74.691
2/17/1956,74.645
2/18/1956,74.691
2/19/1956,74.694
2/20/1956,74.706
2/21/1956,74.703
2/22/1956,74.715
2/23/1956,74.7
2/24/1956,74.624
2/25/1956,74.697
2/26/1956,74.721
2/27/1956,74.669
2/28/1956,74.685
2/29/1956,74.685
3/1/1956,74.636
3/2/1956,74.651
3/3/1956,74.651
3/4/1956,74.694
3/5/1956,74.66
3/6/1956,74.648
3/7/1956,74.709
3/8/1956,74.8
3/9/1956,74.852
3/10/1956,74.767
3/11/1956,74.779
3/12/1956,74.776
3/13/1956,74.779
3/14/1956,74.81
3/15/1956,74.8
3/16/1956,74.782
3/17/1956,74.8
3/18/1956,74.785
3/19/1956,74.794
3/20/1956,74.791
3/21/1956,74.779
3/22/1956,74.785
3/23/1956,74.791
3/24/1956,74.804
3/25/1956,74.785
3/26/1956,74.797
3/27/1956,74.794
3/28/1956,74.761
3/29/1956,74.758
3/30/1956,74.797
3/31/1956,74.816
4/1/1956,74.8
4/2/1956,74.773
4/3/1956,74.785
4/4/1956,74.804
4/5/1956,74.834
4/6/1956,74.831
4/7/1956,74.828
4/8/1956,74.898
4/9/1956,74.904
4/10/1956,74.907
4/11/1956,74.916
4/12/1956,74.922
4/13/1956,74.944
4/14/1956,74.919
4/15/1956,74.928
4/16/1956,74.986
4/17/1956,75.005
4/18/1956,75.014
4/19/1956,75.026
4/20/1956,75.032
4/21/1956,75.017
4/22/1956,75.041
4/23/1956,75.041
4/24/1956,75.038
4/25/1956,75.023
4/26/1956,75.029
4/27/1956,75.008
4/28/1956,75.078
4/29/1956,75.044
4/30/1956,75.102
5/1/1956,75.093
5/2/1956,75.093
5/3/1956,75.13
5/4/1956,75.148
5/5/1956,75.145
5/6/1956,75.154
5/7/1956,75.175
5/8/1956,75.169
5/9/1956,75.148
5/10/1956,75.188
5/11/1956,75.188
5/12/1956,75.233
5/13/1956,75.249
5/14/1956,75.258
5/15/1956,75.285
5/16/1956,75.297
5/17/1956,75.288
5/18/1956,75.282
5/19/1956,75.288
5/20/1956,75.297
5/21/1956,75.291
5/22/1956,75.279
5/23/1956,75.309
5/24/1956,75.3
5/25/1956,75.288
5/26/1956,75.282
5/27/1956,75.288
5/28/1956,75.297
5/29/1956,75.285
5/30/1956,75.297
5/31/1956,75.306
6/1/1956,75.325
6/2/1956,75.328
6/3/1956,75.322
6/4/1956,75.322
6/5/1956,75.331
6/6/1956,75.331
6/7/1956,75.325
6/8/1956,75.331
6/9/1956,75.328
6/10/1956,75.325
6/11/1956,75.322
6/12/1956,75.322
6/13/1956,75.331
6/14/1956,75.319
6/15/1956,75.322
6/16/1956,75.325
6/17/1956,75.306
6/18/1956,75.294
6/19/1956,75.267
6/20/1956,75.252
6/21/1956,75.267
6/22/1956,75.267
6/23/1956,75.261
6/24/1956,75.261
6/25/1956,75.273
6/26/1956,75.258
6/27/1956,75.252
6/28/1956,75.267
6/29/1956,75.261
6/30/1956,75.239
7/1/1956,75.249
7/2/1956,75.258
7/3/1956,75.258
7/4/1956,75.242
7/5/1956,75.221
7/6/1956,75.218
7/7/1956,75.203
7/8/1956,75.194
7/9/1956,75.218
7/10/1956,75.224
7/11/1956,75.227
